category,element,variable,statistic,unit,year,value
C1,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2094,1.1452538392
C1,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2095,1.1338510194
C1,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2096,1.1267163044
C1,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2097,1.120516079
C1,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2098,1.1150692508
C1,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2099,1.1118115156
C1,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2100,1.1074623974
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2015,1.1155940248
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2016,1.1404405217439808
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2017,1.1694651190820378
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2018,1.1976059331064932
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2019,1.223064860372186
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2020,1.2483073914765292
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2021,1.275176994425234
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2022,1.3114826198
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2023,1.3491195634
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2024,1.384155866
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2025,1.4085773547999998
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2026,1.4299117162
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2027,1.4493187042
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2028,1.4693110116
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2029,1.4887152074
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2030,1.5042267184
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2031,1.5169781556
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2032,1.529413592
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2033,1.5400697818
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2034,1.5534419592
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2035,1.5678204588
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2036,1.5789261048
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2037,1.5853348946
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2038,1.5900706992
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2039,1.5922197072
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2040,1.5905641192
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2041,1.5883164786
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2042,1.5865081972
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2043,1.5840302171999998
C1,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2044,1.5848672232
